country,year,gdp_pc,gdp_pc_growth,primary_completion,lower_sec_completion,upper_sec_completion,population,arwu_ranked_num,arwu_sum_score,math,read,science,in_math99,imo_total_score,democracy_eiu
AND,2019,41328.6123929102,0.238296569502523,,,,76343,0,0.0,,,,,0.0,
AND,2020,37207.2388711909,-12.7350775611172,,,,77700,0,0.0,,,,,0.0,
AND,2021,42072.3194231234,6.45944053180018,,,,79034,0,0.0,,,,,0.0,
AND,2022,41992.7727779758,7.73271565222045,99.1504211425781,83.1584167480469,61.2193908691406,79824,0,0.0,,,,,0.0,
AGO,2003,982.80558968862,-0.466060748026067,,,,18124342,0,0.0,,,,,0.0,
AGO,2004,1254.69612612243,7.12707656082286,,,,18771125,0,0.0,,,,,0.0,
AGO,2005,1900.72381643441,11.0095655732264,,,,19450959,0,0.0,,,,,0.0,
AGO,2006,2597.96358469905,7.61421920316513,,,,20162340,0,0.0,,,,,0.0,2.41
AGO,2007,3121.34873520681,9.93510870721505,,,,20909684,0,0.0,,,,,0.0,
AGO,2008,4081.71749701404,7.16304601212539,,,,21691522,0,0.0,,,,,0.0,3.35
AGO,2009,3123.69889816812,-2.79728998355418,,,,22507674,0,0.0,,,,,0.0,
AGO,2010,3586.66368031755,0.571220941127223,,,,23364185,0,0.0,,,,,0.0,3.319999999999999
AGO,2011,4608.15516572683,-0.345062435335691,,,,24259111,0,0.0,,,,,0.0,3.319999999999999
AGO,2012,5083.82685110166,4.53805378017384,,,,25188292,0,0.0,,,,,0.0,3.35
AGO,2013,5061.34924028416,1.10633103462652,,,,26147002,0,0.0,,,,,0.0,3.35
AGO,2014,5011.98441159671,1.03072911796671,43.9981002807617,28.923469543457,15.8635301589966,27128337,0,0.0,,,,,0.0,3.35
AGO,2015,3217.33924430561,-2.64297533030704,43.405158996582,27.9697608947754,17.4365100860596,28127721,0,0.0,,,,,0.0,3.35
AGO,2016,1809.70937719455,-6.01189077751143,,,,29154746,0,0.0,,,,,0.0,3.4
AGO,2017,2439.37444118796,-3.63069503801748,,,,30208628,0,0.0,,,,,0.0,3.62
AGO,2018,2540.50887797043,-4.67666958432599,,,,31273533,0,0.0,,,,,0.0,3.62
AGO,2019,2191.34776373555,-4.01711416103254,,,,32353588,0,0.0,,,,,0.0,3.72
AGO,2020,1450.90511218489,-8.67243212911843,,,,33428486,0,0.0,,,,,0.0,3.66
AGO,2021,1927.47407832091,-1.95459800636894,,,,34503774,0,0.0,,,,,0.0,3.37
AGO,2022,3000.44423053173,-0.096754729759283,,,,35588987,0,0.0,,,,,0.0,3.96
ATG,2003,10968.8926839103,4.88093230909389,,,,78075,0,0.0,,,,,0.0,
ATG,2004,11650.8484770858,4.60674122276865,,,,78941,0,0.0,,,,,0.0,
ATG,2005,12808.0101536637,5.23670908549624,,,,79869,0,0.0,,,,,0.0,
ATG,2006,14310.6862347854,11.2786589426306,,,,80895,0,0.0,,,,,0.0,
ATG,2007,16006.1361107498,7.8212534261979,,,,82016,0,0.0,,,,,0.0,
ATG,2008,16457.1040632589,-1.49759357737199,,,,83251,0,0.0,,,,,0.0,
ATG,2009,14530.5986896353,-13.2988680136123,,,,84534,0,0.0,,,,,0.0,
ATG,2010,13404.5160161036,-9.08917481882945,,,,85695,0,0.0,,,,,0.0,
ATG,2011,14774.0321811278,-3.12748110996196,,,,86729,0,0.0,,,,,0.0,
ATG,2012,15136.8411091932,0.345898657060502,,,,87674,0,0.0,,,,,0.0,
ATG,2013,14977.0718321065,-0.448561993612699,,,,88497,0,0.0,,,,,0.0,
ATG,2014,15451.4952444039,1.36499745689306,,,,89236,0,0.0,,,,,0.0,
ATG,2015,15985.5411386971,0.64998030083656,,,,89941,0,0.0,,,,,0.0,
ATG,2016,16449.0591470407,3.38365147656022,,,,90564,0,0.0,,,,,0.0,
ATG,2017,16803.8702340001,1.83923575708408,,,,91119,0,0.0,,,,,0.0,
ATG,2018,18133.8226008953,6.36137519410356,,,,91626,0,0.0,,,,,0.0,
ATG,2019,18730.0047966374,2.55090143294055,,,,92117,0,0.0,,,,,0.0,
ATG,2020,15224.8585890561,-19.3592520649756,,,,92664,0,0.0,,,,,0.0,
ATG,2021,17178.5437160522,7.54757506029713,,,,93219,0,0.0,,,,,0.0,
ATG,2022,19919.7266867883,8.88099661380551,,,,93763,0,0.0,,,,,0.0,
ARG,2003,3333.15290388997,7.71922963663721,89.9700927734375,56.3756790161133,42.1566314697266,38278164,1,0.0,,,,,91.0,
ARG,2004,4258.16026060875,7.92815705080419,,,,38668796,1,0.0,,,,,92.0,
ARG,2005,5086.62776073134,7.73249699851691,,,,39070501,1,0.0,,,,,65.0,
ARG,2006,5890.97800169795,6.93498173764449,,,,39476851,1,0.0,388.26870993316396,384.42586731965787,398.91193369439975,0.04310720438546089,95.0,6.63
ARG,2007,7210.59554755899,7.91621057164458,,,,39876111,1,0.0,,,,,75.0,
ARG,2008,8977.50685093365,3.02978540664043,,,,40273769,1,0.0,,,,,85.0,6.63
ARG,2009,8184.38988923991,-6.86795522506981,,,,40684338,1,0.0,391.40284038542137,401.5423523250945,405.03733137829954,0.038261298269936,93.0,
ARG,2010,10385.9644319555,9.84429639847724,,,,40788453,1,0.0,,,,,92.0,6.840000000000001
ARG,2011,12848.7391514568,4.78868313859435,,,,41261490,1,0.0,,,,,77.0,6.840000000000001
ARG,2012,13082.664325572,-2.14528444981812,,,,41733271,1,0.0,395.40224075829406,403.5112273019634,410.3692776743396,0.0,74.0,6.840000000000001
ARG,2013,13080.2547323367,1.26568517537076,,,,42202935,1,0.0,,,,,46.0,6.840000000000001
ARG,2014,12334.7982453893,-3.57858050983289,,,,42669500,1,0.0,,,,,81.0,6.840000000000001
ARG,2015,13789.060424772,1.62966427946263,,,,43131966,1,0.0,,,,,70.0,7.019999999999999
ARG,2016,12790.2641396135,-3.11006389821465,,,,43590368,1,0.0,,,,,75.0,6.959999999999999
ARG,2017,14613.0356486571,1.75764818265694,,,,44044811,3,0.0,,,,,111.0,6.959999999999999
ARG,2018,11795.1627452798,-3.60160975657155,,,,44494502,3,0.0,391.527813695199,415.03188133611707,417.59386981210815,0.0,115.0,7.019999999999999
ARG,2019,9963.67416171662,-2.96956249866219,,,,44938712,3,0.0,,,,,95.0,7.019999999999999
ARG,2020,8500.83793850534,-10.7702732277494,,,,45376763,3,0.0,,,,,99.0,6.95
ARG,2021,10650.8604604345,9.67392093465429,,,,45808747,3,0.0,,,,,66.0,6.81
ARG,2022,13650.6046294524,3.98913108450517,,,,46234830,2,0.0,,,,,139.0,6.85
ARM,2003,910.171261745184,14.7738362754582,,,,3084102,0,0.0,,,,,61.0,
ARM,2004,1166.63820390025,11.161649451067,,,,3065745,0,0.0,,,,,98.0,
ARM,2005,1608.16340758242,14.5914558579391,,,,3047246,0,0.0,,,,,82.0,
ARM,2006,2109.5263835731,13.976488640084,,,,3026486,0,0.0,,,,,90.0,4.15
ARM,2007,3064.27996263859,14.5361003719158,,,,3004393,0,0.0,,,,,73.0,
ARM,2008,3908.94906011431,7.65145505823371,,,,2983421,0,0.0,,,,,56.0,4.09
ARM,2009,2917.36624185176,-13.5457916827765,,,,2964296,0,0.0,,,,,59.0,
ARM,2010,3143.0294799683,2.82448188304339,,,,2946293,0,0.0,,,,,63.0,4.09
ARM,2011,3462.68177840431,5.3190183518382,99.3595504760742,96.5997772216797,90.2376098632812,2928976,0,0.0,,,,,61.0,4.09
ARM,2012,3643.71540108565,7.7353708344903,,,,2914421,0,0.0,,,,,80.0,4.09
ARM,2013,3833.15707396348,3.76412964842652,,,,2901385,0,0.0,,,,,88.0,4.02
ARM,2014,4017.22991449473,4.01064593319273,,,,2889930,0,0.0,,,,,110.0,4.13
ARM,2015,3666.14182210905,3.60636907832207,99.4557876586914,97.2224578857422,91.8374328613281,2878595,0,0.0,,,,,104.0,4.0
ARM,2016,3679.95234740376,0.646135942752821,99.0897674560547,88.7732009887695,,2865835,0,0.0,,,,,118.0,3.88
ARM,2017,4041.99507105058,8.02439704883481,99.3582916259766,96.5927734375,90.0966491699219,2851923,0,0.0,,,,,99.0,4.11
ARM,2018,4391.92326991474,5.76988214903176,,,,2836557,0,0.0,,,,,130.0,4.79
ARM,2019,4828.50488626598,8.20864949959488,,,,2820602,0,0.0,,,,,104.0,5.54
ARM,2020,4505.86774175695,-6.70404931756727,99.3389282226562,96.4698181152344,89.880859375,2805608,0,0.0,,,,,126.0,5.35
ARM,2021,4972.78320361917,6.35474440105854,,,,2790974,0,0.0,,,,,91.0,5.49
ARM,2022,7018.05150434798,13.0254185175235,,,,2780469,0,0.0,,,,,163.0,5.63
ABW,2003,22050.589873287,0.107045881927803,,,,92701,0,0.0,,,,,0.0,
ABW,2004,24105.5241207717,6.33136590159498,,,,93540,0,0.0,,,,,0.0,
ABW,2005,24978.2216741187,-1.3773787723096,,,,94483,0,0.0,,,,,0.0,
ABW,2006,25832.9255649671,-0.0604430675609109,,,,95606,0,0.0,,,,,0.0,
ABW,2007,27665.2994801174,1.83163993352548,,,,96787,0,0.0,,,,,0.0,
ABW,2008,29011.6390567532,0.57938369809267,,,,97996,0,0.0,,,,,0.0,
ABW,2009,25740.7702303087,-12.7602710144728,,,,99212,0,0.0,,,,,0.0,
ABW,2010,24452.5887394376,-3.82786306336985,91.3757781982422,60.7653388977051,32.0831718444824,100341,0,0.0,,,,,0.0,
ABW,2011,26043.1563253011,2.40277942509337,,,,101288,0,0.0,,,,,0.0,
ABW,2012,25611.1757666902,-1.83935839193137,,,,102112,0,0.0,,,,,0.0,
ABW,2013,26514.8689800777,5.6369699841146,,,,102880,0,0.0,,,,,0.0,
ABW,2014,26940.2641144313,-2.2648686153227,,,,103594,0,0.0,,,,,0.0,
ABW,2015,28419.2645344661,-1.25558834237293,,,,104257,0,0.0,,,,,0.0,
ABW,2016,28449.7129463044,1.12118209874299,,,,104874,0,0.0,,,,,0.0,
ABW,2017,29329.0817465959,6.47490849691759,,,,105439,0,0.0,,,,,0.0,
ABW,2018,30918.483584133,1.87640137701577,,,,105962,0,0.0,,,,,0.0,
ABW,2019,31902.8098183195,-2.74340201861469,,,,106442,0,0.0,,,,,0.0,
ABW,2020,24008.1278217477,-24.0845692840003,,,,106585,0,0.0,,,,,0.0,
ABW,2021,29127.7593841909,27.6968645871847,,,,106537,0,0.0,,,,,0.0,
ABW,2022,33300.8388187011,10.5537860480283,,,,106445,0,0.0,,,,,0.0,
AUS,2003,23718.1338501868,1.91173867643482,,,,19720737,13,60.7,522.3981768225665,524.1413592861126,523.1015489522729,1.9007688864164225,92.0,
AUS,2004,30836.7306824685,3.11589344319816,,89.7376022338867,64.1210021972656,19932722,14,58.7,,,,,125.0,
AUS,2005,34479.7679298388,1.90606523763795,,90.8543014526367,65.0338516235352,20176844,14,56.2,,,,,117.0,
AUS,2006,36595.7071548423,1.37798003366018,,91.1406707763672,66.7138366699219,20450966,16,57.5,516.2325080169363,508.2844457798136,523.0235812491181,1.9259090386819038,108.0,9.09
AUS,2007,41051.6120652288,1.89670839165348,,91.7246398925781,68.1897811889648,20827622,17,57.0,,,,,110.0,
AUS,2008,49701.2817843335,1.53111186781014,,92.3343505859375,70.0889587402344,21249199,15,81.80000000000001,,,,,140.0,9.09
AUS,2009,42816.5674002829,-0.185773152884209,,92.2386703491211,70.8557434082031,21691653,17,81.1,508.7479776857748,508.10098940425195,520.9864156901284,1.9669902503554706,151.0,
AUS,2010,52147.0241942843,0.648500068252503,99.8681335449219,93.1995315551758,72.7989730834961,22031750,17,83.9,,,,,128.0,9.22
AUS,2011,62609.6607161044,0.995812001601593,,93.6081008911133,74.0616683959961,22340024,19,108.5,,,,,116.0,9.22
AUS,2012,68078.0442283168,2.11992606815087,99.9028167724609,94.4489364624023,76.4830169677734,22733465,19,133.5,492.84285477521814,500.84530278986267,511.25059942683095,1.521112736734328,106.0,9.22
AUS,2013,68198.4193446869,0.85530140286312,,91.081413269043,72.037353515625,23128129,19,134.29999999999998,,,,,148.0,9.13
AUS,2014,62558.2438786332,1.08830078150544,,91.8276672363281,73.5959625244141,23475686,19,110.6,,,,,156.0,9.01
AUS,2015,56758.8692027821,0.741438843604087,,92.6488571166992,75.5475769042969,23815995,20,110.6,482.7427275292505,491.03383344803683,499.1255244322088,1.2925984399888577,148.0,9.01
AUS,2016,49918.7939327254,1.18626585064179,,92.7639923095703,76.4180374145508,24190907,23,169.9,,,,,124.0,9.01
AUS,2017,53954.553494614,0.647495218504773,,93.0057067871094,77.261360168457,24592588,27,175.8,,,,,103.0,9.09
AUS,2018,57273.5204750079,1.37834535331957,,93.4390716552734,78.3257598876953,24963258,31,176.60000000000002,491.6192861346582,502.4678483150031,502.06566419112926,1.2980355099515604,169.0,9.09
AUS,2019,55049.571919719,0.682490945150491,,93.9455032348633,79.0479278564453,25334826,33,205.29999999999998,,,,,154.0,9.09
AUS,2020,51868.2475567823,-1.55643630102695,,94.5065307617188,80.0530319213867,25649248,34,207.39999999999998,,,,,168.0,8.96
AUS,2021,60697.2454358579,1.96806164574946,,,,25685412,34,211.79999999999998,,,,,120.0,8.9
AUS,2022,65099.8459118981,2.985396454868,,,,26005540,33,212.9,,,,,162.0,8.71
AUT,2003,32294.0488606559,0.450946527234535,,,,8121423,4,27.8,511.66328527300294,497.3553113117253,497.5289768979766,1.0409189691694125,38.0,
AUT,2004,36889.2335135194,2.09971116889712,,,,8171966,5,26.3,,,,,55.0,
AUT,2005,38417.4577857677,1.54987731693588,,,74.2021636962891,8227829,6,25.6,,,,,74.0,
AUT,2006,40669.3269586152,2.94341785870446,,,,8268641,7,0.0,509.3396348082,494.042461721128,513.8434812056023,1.0543074342993173,83.0,8.69
AUT,2007,46915.3374004507,3.39173082681461,,,73.5906066894531,8295487,7,0.0,,,,,80.0,
AUT,2008,51919.9835754226,1.14330711888604,,,72.4694595336914,8321496,7,0.0,,,,,63.0,8.49
AUT,2009,48153.3240199631,-4.01634004211772,,,75.810188293457,8343323,7,0.0,499.4138694992399,473.4375493171471,499.11258725341514,0.9104943457389073,66.0,
AUT,2010,46903.7615854343,1.59257712849987,,,76.5560989379883,8363404,7,0.0,,,,,87.0,8.49
AUT,2011,51442.2762464407,2.57644831811446,,,76.4276962280273,8391643,7,0.0,,,,,110.0,8.49
AUT,2012,48564.9173350875,0.222450576943075,,,76.9751129150391,8429991,7,0.0,507.71175255520535,490.9180205888546,507.21308212408053,1.1425281621066554,79.0,8.62
AUT,2013,50731.1272541847,-0.562298942527448,,,77.3063583374023,8479823,7,0.0,,,,,77.0,8.48
AUT,2014,51786.3771747905,-0.122370667337563,,99.5548477172852,78.4265899658203,8546356,6,0.0,,,,,86.0,8.54
AUT,2015,44195.8175947748,-0.111540189504495,,,79.0129013061523,8642699,6,0.0,497.48945511631274,486.40802069359296,496.65050092764477,1.3087105431485453,63.0,8.54
AUT,2016,45307.5878620429,0.892469139632297,,,79.3689804077148,8736668,5,0.0,,,,,89.0,8.41
AUT,2017,47429.1584564387,1.55072408627153,,,79.6625823974609,8797566,8,0.0,,,,,74.0,8.42
AUT,2018,51466.5565633634,1.92771305987296,,,,8840521,11,0.0,502.7637218465144,486.4009341370166,492.56864436930204,1.1229833097087907,72.0,8.29
AUT,2019,50067.5857265892,1.00040695317784,,,80.6740493774414,8879920,12,0.0,,,,,84.0,8.29
AUT,2020,48789.4978498872,-7.01982595202976,,,,8916864,14,0.0,,,,,66.0,8.16
AUT,2021,53517.8904509612,3.78471969654039,,,,8955797,13,0.0,,,,,47.0,8.07
AUT,2022,52084.6811953372,3.80895606240934,,,,9041851,13,0.0,,,,,118.0,8.2
AZE,2003,883.692580745256,9.37646036430615,,,,8234100,0,0.0,,,,,66.0,
AZE,2004,1045.0136328106,8.30153847939059,,,,8306500,0,0.0,,,,,72.0,
AZE,2005,1578.36733030667,26.6600947700296,,,,8391850,0,0.0,,,,,59.0,
AZE,2006,2472.95725732287,33.0304877689447,,,,8484550,0,0.0,476.56073458719317,355.21007426697514,385.34681325231475,0.23053019957495635,77.0,3.31
AZE,2007,3851.33015175141,23.5906854137047,98.3349761962891,95.3301162719727,88.435417175293,8581300,0,0.0,,,,,69.0,
AZE,2008,5574.46810432575,8.45745012555597,98.3565902709961,95.4080505371094,88.5401382446289,8763400,0,0.0,,,,,74.0,3.19
AZE,2009,4950.39949009423,7.05060251949079,98.3798065185547,95.466682434082,88.6104888916016,8947243,0,0.0,433.35867405670535,363.21951609464895,377.0263994883816,0.1410059294278758,91.0,
AZE,2010,5843.5337683582,3.80649102062563,98.4496612548828,95.5677337646484,88.6454010009766,9054332,0,0.0,,,,,109.0,3.15
AZE,2011,7189.81869211976,-1.19584296227708,98.4481582641602,95.5558395385742,88.6587829589844,9173082,0,0.0,,,,,61.0,3.15
AZE,2012,7495.86527658099,0.816684128241235,98.4666290283203,95.5698623657227,88.7130889892578,9295784,0,0.0,,,,,60.0,3.15
AZE,2013,7875.34536661549,4.45002009882025,98.5252075195312,95.5950164794922,88.7197418212891,9416801,0,0.0,,,,,73.0,3.06
AZE,2014,7890.84028062087,1.47593694077869,98.5376586914062,95.6078186035156,88.7141723632812,9535079,0,0.0,,,,,75.0,2.83
AZE,2015,5500.50364628486,-0.103121364891479,98.506477355957,95.6084899902344,88.6650772094727,9649341,0,0.0,,,,,73.0,2.71
AZE,2016,3880.6852276838,-4.17717168005237,98.4961471557617,95.6413116455078,88.6644515991211,9757812,0,0.0,,,,,79.0,2.65
AZE,2017,4147.1981423222,-0.778416126232784,98.4994583129883,95.5160903930664,88.5012283325195,9854033,0,0.0,,,,,98.0,2.65
AZE,2018,4739.7943123408,0.624486167739661,98.4909210205078,95.4853973388672,88.4309387207031,9939771,0,0.0,,,,,50.0,2.65
AZE,2019,4805.75371765917,1.63585048130741,98.5110015869141,95.5190582275391,88.4195785522461,10024283,0,0.0,,,,,98.0,2.75
AZE,2020,4229.91064904503,-4.95270173869491,,,,10093121,0,0.0,,,,,66.0,2.68
